,Unnamed: 0,Unnamed: 0.1,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating
3629,3629,4751,Lock Screen Phone X Style OS 11,25,4.4,1166,13.0,100000,0.0,0
4691,4691,6075,"Star Girl - Fashion, Makeup & Dress Up",18,4.3,556929,53.0,10000000,0.0,1
5334,5334,7008,Valentines love color by number-Pixel art coloring,18,4.4,767,18.0,100000,0.0,0
850,850,1126,MetaTrader 4,11,4.6,260547,22.571652379544755,5000000,0.0,0
1737,1737,2320,Youper - AI Therapy,19,4.6,2006,69.0,50000,0.0,0
6933,6933,9124,Agent HQ for The Division,18,4.1,1060,2.5,100000,0.0,0
3408,3408,4487,Pixel Oreo/P Dark White AMOLED UI - Icon Pack,26,4.8,18,16.0,5000,1.49,0
5385,5385,7078,Putzmeister Experts,25,4.6,21,8.9,1000,0.0,0
958,958,1250,Uber Eats: Local Food Delivery,12,4.2,333208,34.0,10000000,0.0,0
4705,4705,6092,My BF App,6,4.1,141,9.9,50000,0.0,0
3601,3601,4713,Easy V-Bux free,18,4.6,856,2.9,5000,0.0,0
1679,1679,2259,Diabetes & Diet Tracker,19,4.6,395,19.0,1000,9.99,0
4822,4822,6266,BI News,31,5.0,22,25.0,1000,0.0,0
6409,6409,8462,"Quik – Free Video Editor for photos, clips, music",30,4.7,696665,91.0,10000000,0.0,0
7027,7027,9244,AP Stamps and Registration,3,3.4,82,2.7,10000,0.0,0
3349,3349,4413,Guns'n'Glory WW2 Premium,18,4.5,4656,20.0,100000,2.99,2
2401,2401,3263,Phone,25,3.6,45483,22.571652379544755,10000000,0.0,0
79,79,81,PakWheels: Buy & Sell Cars,1,4.4,15168,37.0,1000000,0.0,0
881,881,1165,Bank of America Mobile Banking,11,4.4,341090,53.0,10000000,0.0,0
2655,2655,3535,ColorNote Notepad Notes,27,4.6,2401017,22.571652379544755,100000000,0.0,0
1623,1623,2173,SweetLand — Family Board Game,18,4.2,38,47.0,1000,0.99,0
5490,5490,7254,CF Climb,16,1.5,2,3.0,100,0.0,0
5800,5800,7670,CP Dialer,20,4.3,64,3.3,50000,0.0,1
7975,7975,10509,PIP Selfie Camera Photo Editor,22,4.4,156322,22.571652379544755,10000000,0.0,0
880,880,1164,Associated Credit Union Mobile,11,4.7,3290,12.0,50000,0.0,0
7972,7972,10506,Hair saloon - Spa salon,18,4.2,38473,23.0,10000000,0.0,0
4096,4096,5350,Hisnul Al Muslim - Hisn Invocations & Adhkaar,3,4.6,3234,85.0,100000,0.0,0
4718,4718,6105,"Women""s Health Tips(Breast,Face,Body,weight lose)",13,4.2,2509,5.0,1000000,0.0,3
2457,2457,3319,Hotspot Shield Free VPN Proxy & Wi-Fi Security,25,4.2,1116393,8.2,50000000,0.0,0
6109,6109,8039,cx-32wifi,18,4.1,62,6.5,10000,0.0,0
1694,1694,2275,Blood Pressure Companion,19,4.2,178,4.8,1000,0.99,0
7447,7447,9796,ES Themes -- Classic Theme,26,4.4,77609,1.9,1000000,0.0,0
2110,2110,2864,Photo Editor-,22,4.3,68070,22.571652379544755,5000000,0.0,0
7937,7937,10459,SCI-FI UI,18,4.7,15,3.9,100,1.99,0
3176,3176,4198,AntennaPict β,6,4.3,15439,2.2,1000000,0.0,0
5802,5802,7672,Cestovné poriadky CP,32,4.6,2681,6.3,100000,0.0,0
4848,4848,6301,Bingo Party - Free Bingo Games,17,4.7,155694,92.0,1000000,0.0,1
7355,7355,9678,Where's My Water?,18,4.7,188740,69.0,1000000,1.99,0
6201,6201,8178,The Zueira's Voice,25,4.7,136540,3.1,1000000,0.0,0
684,684,900,Marcus Theatres,9,3.6,2639,8.5,100000,0.0,0
5817,5817,7689,iTooch Mathématiques CP,18,4.3,1018,35.0,100000,0.0,0
206,206,217,ViettelPost express delivery,4,4.4,1225,25.0,100000,0.0,0
113,113,116,Step By Step Eyes Makeup Tutorial,2,4.4,74,2.9,10000,0.0,0
4652,4652,6035,BD Hospital's,18,4.7,12,2.3,100,0.0,0
1299,1299,1679,Granny,17,4.5,1135631,59.0,50000000,0.0,1
1471,1471,1961,Runner 3d like,17,4.5,559,32.0,100000,0.0,2
4715,4715,6102,My Virtual Boyfriend,18,4.3,105,51.0,1000,0.99,1
806,806,1079,"GCash - Buy Load, Pay Bills, Send Money",11,4.0,25508,22.571652379544755,1000000,0.0,0
7514,7514,9879,Passenger rights,24,3.9,442,2.5,50000,0.0,0
843,843,1119,"Hurdlr: Track Mileage, Expenses, and Log Receipts",11,4.6,3596,19.0,100000,0.0,0
7621,7621,10042,MIUI Style GO Weather EX,29,4.2,2115,1.1,500000,0.0,0
7865,7865,10362,Burn Your Fat With Me! FG,13,4.5,38487,60.0,1000000,0.0,1
5130,5130,6712,Black Commando | Special Ops | FPS Shooting,17,4.1,1167,72.0,100000,0.0,1
2694,2694,3591,My baby Phone,28,3.7,9293,2.4,1000000,0.0,0
7784,7784,10250,Seattle Sounders FC,23,3.3,974,33.0,10000,0.0,0
150,150,158,FamilySearch Tree,3,4.3,17506,17.0,1000000,0.0,0
6676,6676,8798,Dr. Doug's Tips,3,4.0,22,34.0,1000,0.0,0
833,833,1108,Qapital - Save Small. Live Large,11,4.5,8662,38.0,100000,0.0,0
6864,6864,9033,PORTABLE SOCCER DX Lite,23,4.2,15068,2.5,1000000,0.0,0
41,41,43,Paint Splash!,0,3.8,2206,1.2,100000,0.0,0
5502,5502,7284,CG Daily News,31,4.3,65,3.5,10000,0.0,0
4302,4302,5590,Timely Alarm Clock,16,4.3,258717,9.4,10000000,0.0,0
329,329,378,UC Browser - Fast Download Private & Secure,6,4.5,17712922,40.0,500000000,0.0,1
2722,2722,3623,It's open.,28,4.4,1528,16.0,100000,0.0,0
6710,6710,8838,DS-20000S,27,1.8,12,14.0,1000,0.0,0
589,589,771,GRE Flashcards,8,4.5,13791,22.571652379544755,500000,0.0,0
770,770,1038,Mindvalley U Tallinn 2018,10,5.0,1,21.0,100,0.0,0
4949,4949,6432,BL Holo Theme,26,4.4,18,2.1,500,2.0,0
2646,2646,3517,File Explorer,27,4.1,979,22.571652379544755,100000,0.0,0
6558,6558,8665,How well do you know me?,17,3.9,1290,6.4,100000,0.0,0
5562,5562,7366,usgang.ch,16,3.7,492,22.571652379544755,100000,0.0,2
3556,3556,4663,Alarmy (Sleep If U Can) - Pro,16,4.8,10249,22.571652379544755,10000,2.49,0
4760,4760,6171,BG Guide,24,5.0,3,2.4,100,0.0,0
6784,6784,8931,dv Prompter,30,3.7,321,1.3,50000,0.0,0
151,151,159,Cloud of Books,3,3.3,1862,19.0,1000000,0.0,0
3710,3710,4841,Free Z Glass GO Keyboard Theme,26,4.3,71829,8.8,5000000,0.0,0
241,241,257,ScreenMeet. Easy Phone Meeting,4,4.0,624,9.0,100000,0.0,0
3660,3660,4783,Robocar X Ray,17,4.5,3432,99.0,1000000,0.0,3
5518,5518,7303,Chat Anónimo Gratis Español CG,7,3.5,69,4.0,5000,0.0,0
5114,5114,6684,B R Telco FCU Mobile Banking,11,4.7,413,13.0,10000,0.0,0
422,422,508,Free Dating & Flirt Chat - Choice of Love,7,4.0,42194,22.571652379544755,5000000,0.0,3
154,154,162,NOOK App for NOOK Devices,3,4.7,19080,22.571652379544755,500000,0.0,0
5008,5008,6524,BN Pro LcdD HD Text,15,4.0,50,22.571652379544755,5000,0.0,0
2192,2192,2975,Yahoo Fantasy Sports - #1 Rated Fantasy App,23,4.2,277902,22.571652379544755,5000000,0.0,3
1970,1970,2675,CJmall,21,3.6,18252,10.0,10000000,0.0,0
6915,6915,9098,3G DZ Configuration,6,4.3,488,2.5,50000,0.0,0
3357,3357,4423,Planet O - Icon Pack,26,4.6,354,24.0,10000,0.99,0
292,292,341,Hangouts,6,4.0,3419249,22.571652379544755,1000000000,0.0,0
1410,1410,1835,Farming Simulator 18,17,4.5,18125,15.0,100000,4.99,0
4112,4112,5367,I am Bread,17,4.0,630,20.0,10000,4.99,0
7745,7745,10207,Profile Tracker - Who Viewed My Facebook Profile,20,4.7,37090,4.8,500000,0.0,1
5195,5195,6791,Bluetooth Control BT->uC FREE,25,3.8,67,2.7,10000,0.0,0
6333,6333,8369,DG Mobile,17,4.3,59,1.4,1000,0.0,0
7971,7971,10505,Offroad drive : 4x4 driving game,17,3.5,2071,36.0,100000,0.0,0
2648,2648,3519,AndroZip™ FREE File Manager,27,4.2,277794,22.571652379544755,10000000,0.0,0
1308,1308,1688,Candy Crush Jelly Saga,17,4.3,1300490,78.0,50000000,0.0,0
1393,1393,1818,RULES OF SURVIVAL,17,4.2,1343866,56.0,10000000,0.0,1
6325,6325,8361,DG Coupon,21,3.7,668,1.1,100000,0.0,0
1868,1868,2541,Hypertension High blood pressure,19,3.8,292,2.7,100000,0.0,0
4177,4177,5440,Treasure Hunt Hidden Objects Adventure Game,18,4.3,1231,22.571652379544755,100000,0.0,0
7805,7805,10274,Latest Barcelona News 24h,31,4.5,104,3.0,10000,0.0,0
2707,2707,3606,Listen to the story~The Story of the Fairy Tales,28,4.7,69,5.8,5000,0.0,0
3839,3839,4981,Emo Ads Blocker Browser,25,3.4,1555,4.1,100000,0.0,0
5954,5954,7858,Learn CT Scan Of Head,3,4.1,10,5.7,5000,0.0,0
116,116,119,Mirror Camera (Mirror + Selfie Camera),2,4.1,9315,2.6,1000000,0.0,0
6899,6899,9078,DY TECHNICAL GYAN,4,4.0,2,3.3,10,0.0,0
3838,3838,4980,RAM Cleanup Ad-Free Option,25,4.4,457,1.1,10000,2.99,0
2164,2164,2940,Color Touch Effects,22,3.8,167652,12.0,10000000,0.0,0
131,131,139,Wattpad 📖 Free Books,3,4.6,2914724,22.571652379544755,100000000,0.0,1
7337,7337,9638,English Audio Books - Librivox,18,4.0,10773,10.0,1000000,0.0,0
7105,7105,9356,Dance Magic Fashion Style Games,18,4.6,2533,46.0,100000,0.0,0
6328,6328,8364,DG Surveyor,4,3.6,5,6.8,50,8.99,0
2413,2413,3275,Google Assistant Go,25,3.7,315,4.6,500000,0.0,0
44,44,46,Install images with music to make video without Net - 2018,0,4.6,1070,26.0,100000,0.0,0
3781,3781,4920,AC Remote for LG - NOW FREE,25,3.7,1041,28.0,100000,0.0,0
158,158,167,English to Urdu Dictionary,3,4.6,4620,19.0,500000,0.0,0
230,230,245,Xero Accounting Software,4,3.5,2111,22.571652379544755,100000,0.0,0
2588,2588,3456,Chrome Beta,27,4.4,228794,22.571652379544755,10000000,0.0,0
7914,7914,10435,Bubble Bird Rescue,18,4.2,70753,14.0,5000000,0.0,0
2335,2335,3169,"Yelp: Food, Shopping, Services Nearby",24,4.3,397422,22.571652379544755,10000000,0.0,1
6327,6327,8363,DG - Digital Coupons - Free Coupon and Discount,21,3.6,38,1.1,10000,0.0,0
1187,1187,1555,Girls Nancy Ajram Without Net,15,4.7,2639,19.0,500000,0.0,0
3871,3871,5016,AE Bulletins,3,4.5,14,30.0,1000,0.0,0
2526,2526,3389,"Wallpapers HD, 4K Backgrounds",26,4.7,273994,12.0,10000000,0.0,0
6438,6438,8494,dk,18,4.8,5,1.5,10,0.0,0
7158,7158,9424,Esporte Interativo - Notícias e Resultados Ao Vivo,23,4.4,4600,21.0,500000,0.0,0
2372,2372,3230,Navmii GPS USA (Navfree),24,4.0,5960,22.571652379544755,500000,0.0,0
2248,2248,3046,Fantasy Football,23,3.5,50179,23.0,1000000,0.0,0
734,734,996,Funny Pics,9,3.9,9941,22.571652379544755,1000000,0.0,1
628,628,834,Innovative: Learn 34 Languages,8,4.5,14206,21.0,500000,0.0,0
755,755,1018,Series Valley of the Wolves full of part,10,4.6,731,11.0,50000,0.0,0
7030,7030,9247,EC SPORTS,23,5.0,1,6.3,10,0.0,0
7336,7336,9637,"Ginger Keyboard - Emoji, GIFs, Themes & Games",27,4.4,162831,43.0,5000000,0.0,0
1991,1991,2696,Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),21,4.5,178497,9.1,10000000,0.0,0
1266,1266,1646,Bed Time Fan - White Noise Sleep Sounds,16,4.5,10097,7.5,500000,0.0,0
4575,4575,5944,Elif Ba Oyunu,25,3.7,26,2.2,5000,0.0,0
3941,3941,5125,Ag Valley Cooperative,4,5.0,6,74.0,500,0.0,0
6093,6093,8022,Morse Code Reader,6,3.9,1436,22.571652379544755,100000,0.0,0
2316,2316,3149,Despegar.com Hotels and Flights,24,4.4,150932,27.0,10000000,0.0,0
3931,3931,5095,AG Subway Simulator Lite,18,4.4,6738,56.0,100000,0.0,0
5415,5415,7118,CB Underground,16,3.3,3,7.4,500,0.0,0
2448,2448,3310,Classic Calculator,25,4.0,85659,27.0,5000000,0.0,0
1366,1366,1788,Run Sausage Run!,17,4.4,275447,22.571652379544755,10000000,0.0,2
5747,5747,7610,Ski Safari: Adventure Time,18,4.5,48754,9.3,100000,0.99,0
4880,4880,6349,KISW 99.9 FM SEATTLE,18,4.0,1469,5.2,100000,0.0,0
6764,6764,8909,DU Flashlight - Brightest LED & Flashlight Free,25,4.3,73821,22.571652379544755,5000000,0.0,0
5715,5715,7575,"cm, mm to inch, feet converter tool",27,4.3,176,2.3,100000,0.0,0
421,421,507,Stranger Chat & Date,7,3.6,3414,6.2,500000,0.0,3
6508,6508,8591,DN Blog,20,5.0,20,4.2,10,0.0,1
3883,3883,5030,AE Air Hockey,23,3.8,926,7.6,50000,0.0,0
1156,1156,1513,Trulia Mortgage Calculators,14,4.1,81,16.0,50000,0.0,0
1971,1971,2676,Home & Shopping - Only in apps. 10% off + 10% off,21,4.2,42750,9.9,10000000,0.0,0
1294,1294,1674,Super Jim Jump - pixel 3d,17,4.5,10393,18.0,1000000,0.0,0
3691,3691,4820,Z Champions,17,4.7,96028,59.0,1000000,0.0,1
123,123,128,Makeup Videos,2,3.8,9,3.4,5000,0.0,0
5726,5726,7588,Cartoon Network Match Land,18,4.7,21979,38.0,1000000,0.0,0
6187,6187,8159,CZ Kompas,25,5.0,2,3.5,10,0.0,0
8033,8033,10602,South Florida AA Meetings,16,5.0,10,21.0,1000,0.0,0
6286,6286,8288,McClatchy DC Bureau,31,4.3,80,8.7,5000,0.0,2
6071,6071,7993,2 Amateur ham radio CW Morse code practice keys TX,6,4.8,6,3.5,100,1.49,0
6084,6084,8010,"Freeform – Stream Full Episodes, Movies, & Live TV",18,3.7,29229,22.571652379544755,1000000,0.0,1
1442,1442,1927,Earn to Die 2,17,4.6,1327265,99.0,50000000,0.0,1
1984,1984,2689,ZALORA Fashion Shopping,21,4.2,142512,15.0,10000000,0.0,0
2603,2603,3471,HTC File Manager,27,4.2,13500,22.571652379544755,10000000,0.0,0
6415,6415,8468,Resources For Virtual DJ,18,3.6,21095,7.9,1000000,0.0,0
119,119,122,"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",2,4.5,26834,57.0,1000000,0.0,0
1675,1675,2255,Muscle Trigger Point Anatomy,19,4.4,1361,33.0,50000,2.99,0
1418,1418,1850,Best Fiends - Free Puzzle Game,17,4.6,1480189,22.571652379544755,10000000,0.0,0
2377,2377,3236,Moto Display,25,4.2,18239,22.571652379544755,10000000,0.0,0
4469,4469,5797,Axe Knight,17,4.5,52,33.0,5000,0.0,0
7591,7591,10010,Mobile Strike,18,3.9,903392,22.571652379544755,50000000,0.0,2
222,222,235,Tiny Scanner Pro: PDF Doc Scan,4,4.8,10295,39.0,100000,4.99,0
7860,7860,10345,Repair Hyundai Santa Fe,1,3.9,22,97.0,1000,0.0,0
4742,4742,6135,BG TV App,18,1.7,6,2.9,100,0.0,0
945,945,1233,Postmates Food Delivery: Order Eats & Alcohol,12,3.6,22875,22.0,1000000,0.0,0
5192,5192,6788,LG BT Reader Plus,25,3.7,2992,22.571652379544755,500000,0.0,0
1386,1386,1811,MLB TAP SPORTS BASEBALL 2018,17,4.6,32506,82.0,1000000,0.0,0
2873,2873,3779,News360: Personalized News,31,4.4,30722,22.571652379544755,1000000,0.0,1
5681,5681,7536,"Security Master - Antivirus, VPN, AppLock, Booster",25,4.7,24900999,22.571652379544755,500000000,0.0,0
1730,1730,2313,BioLife Plasma Services,19,3.5,250,23.0,100000,0.0,0
3563,3563,4670,Pocket U ASW,18,3.9,93,28.0,10000,0.0,0
1052,1052,1352,My Days - Ovulation Calendar & Period Tracker ™,13,4.5,93691,22.571652379544755,5000000,0.0,0
6937,6937,9129,DZ Fly Algérie Horaire Vols,24,3.6,114,10.0,10000,0.0,0
1573,1573,2117,Ice Cream Jump,18,4.2,141363,8.7,10000000,0.0,0
191,191,202,OfficeSuite Pro + PDF (Trial),4,4.2,88073,22.571652379544755,10000000,0.0,0
1197,1197,1567,Girly Wallpapers Backgrounds,16,4.4,13565,3.3,1000000,0.0,0
1938,1938,2626,Couple - Relationship App,20,4.0,33249,8.4,1000000,0.0,0
5272,5272,6929,Color Changer Pro [root],26,4.5,69,22.571652379544755,1000,0.99,0
2924,2924,3849,GPS Traffic Speedcam Route Planner by ViaMichelin,32,4.3,63920,29.0,5000000,0.0,0
3407,3407,4486,Android P Launcher 9.0 launcher,25,4.0,164,2.3,10000,0.0,0
2970,2970,3912,Asphalt 8: Airborne,17,4.5,8389714,92.0,100000000,0.0,1
93,93,95,All of the parking lot - National Park application (parking lot search / parking sharing / discount payment),1,4.0,1754,14.0,500000,0.0,0
4172,4172,5435,Can Your Pet? : Returns - Teen,18,4.3,45370,14.0,1000000,0.0,1
2347,2347,3190,KLM - Royal Dutch Airlines,24,3.7,7705,40.0,1000000,0.0,0
4435,4435,5752,AW Reader: news & apps [Dutch],31,4.1,1948,22.571652379544755,100000,0.0,0
1690,1690,2271,FHR 5-Tier 2.0,19,5.0,2,1.2,500,2.99,0
207,207,218,MyASUS - Service Center,4,4.4,380837,7.3,10000000,0.0,0
1502,1502,2030,Princess Adventures Puzzles,18,4.4,382,44.0,500000,0.0,0
6384,6384,8428,Defender,17,4.6,152395,14.0,10000000,0.0,2
3886,3886,5033,ActionDirector Video Editor - Edit Videos Fast,30,4.5,74531,32.0,5000000,0.0,0
3131,3131,4142,Convert degree Celsius to Fahrenheit or °F to °C,25,4.4,51,2.1,5000,0.0,0
5018,5018,6537,BN Pro BlueICS HD Text,15,4.1,174,22.571652379544755,10000,0.0,0
2324,2324,3158,American Airlines,24,3.7,16980,22.571652379544755,5000000,0.0,0
3860,3860,5005,Mupen64Plus AE (N64 Emulator),17,4.2,4569,12.0,100000,0.99,0
900,900,1188,Popeyes® App,12,3.7,61,11.0,50000,0.0,0
5466,5466,7209,Volvo CE Insider,4,4.2,45,24.0,1000,0.0,0
1941,1941,2632,"Jaumo Dating, Flirt & Live Video",20,4.4,900064,13.0,10000000,0.0,3
6299,6299,8303,Love Collage - Photo Editor,22,4.3,251686,31.0,10000000,0.0,0
6877,6877,9048,Elemental Galaxy Dx - Match3,18,4.0,127,14.0,10000,0.0,0
1342,1342,1758,Hungry Shark Evolution,17,4.5,6074334,100.0,100000000,0.0,1
2872,2872,3778,Digg,31,3.9,6105,22.571652379544755,100000,0.0,1
3437,3437,4521,Q-slope,25,4.5,2,3.9,50,1.76,0
2156,2156,2928,PhotoDirector Photo Editor App,22,4.6,714340,22.571652379544755,10000000,0.0,0
5353,5353,7028,FunnyPixels - Color by number Sandbox,18,4.6,1977,3.8,100000,0.0,0
1516,1516,2047,Learn To Draw Glow Princess,18,4.5,3323,9.6,1000000,0.0,0
5602,5602,7427,CJ DVD Rentals,6,1.0,5,13.0,100,0.0,0
5017,5017,6536,BN Pro Black Text,15,3.8,18,22.571652379544755,1000,0.0,0
5915,5915,7815,Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,17,4.1,1019,39.0,100000,0.0,1
3373,3373,4440,O Launcher,25,4.3,2059,10.0,100000,0.0,0
2503,2503,3366,"Color Call - Caller Screen, LED Flash",26,4.7,29485,9.9,1000000,0.0,0
6896,6896,9071,Dr. D. Y. Patil Vidyapeeth GBS,18,4.0,3,5.3,100,0.0,0
7734,7734,10194,Soccer 2018,23,3.5,172373,47.0,10000000,0.0,0
1141,1141,1486,Ruler,14,4.7,126,1.9,10000,0.0,0
1351,1351,1772,The Cube,17,4.2,70226,38.0,5000000,0.0,0
2874,2874,3781,RT News (Russia Today),31,4.6,56524,14.0,1000000,0.0,1
7907,7907,10424,First Hawaiian Bank Mobile,11,2.1,232,29.0,10000,0.0,0
748,748,1010,DroidAdmin for Android - Advice,10,4.2,811,2.8,10000,0.0,0
35,35,37,Floor Plan Creator,0,4.1,36639,22.571652379544755,5000000,0.0,0
785,785,1058,Capitec Remote Banking,11,4.3,20672,22.571652379544755,1000000,0.0,0
4073,4073,5327,Al Jazeera English,31,4.1,24456,22.571652379544755,1000000,0.0,0
4875,4875,6343,Blackjack,17,4.3,52199,22.571652379544755,1000000,0.0,1
5803,5803,7673,CP Channel,18,4.6,7,12.0,500,0.0,2
5236,5236,6874,Meu Cartão BV,11,4.1,15057,5.7,500000,0.0,0
4697,4697,6082,Unseen - No Last Seen,25,4.4,103909,9.2,5000000,0.0,0
6957,6957,9156,TETRIS Blitz,18,4.4,201631,96.0,5000000,0.0,0
545,545,723,Thai Handwriting,8,4.3,3168,19.0,1000000,0.0,0
5020,5020,6539,BN Pro Arial Legacy Text,15,3.7,83,22.571652379544755,10000,0.0,0
7743,7743,10205,Puffin for Facebook,20,4.0,10743,22.571652379544755,500000,0.0,1
2364,2364,3219,Ascape VR: 360° Virtual Travel,24,4.1,890,7.6,100000,0.0,0
5858,5858,7750,theCut,16,4.7,499,6.9,50000,0.0,0
7722,7722,10172,Facebook Face to Face Events,4,4.4,4518,26.0,1000000,0.0,0
4751,4751,6155,BG Future School,18,4.9,16,10.0,100,0.0,0
6725,6725,8858,Truck Simulator DT 3D,18,3.8,110,22.0,5000,0.0,0
1478,1478,1975,Blossom Blast Saga,17,4.5,1125438,63.0,10000000,0.0,0
3926,3926,5087,"AG Contacts, Lite edition",6,4.5,185,3.7,5000,0.0,0
7164,7164,9430,Egg for Pou,18,3.0,59096,22.571652379544755,5000000,0.0,0
480,480,597,Luxy Pro- Elite Dating Single,7,3.9,742,26.0,50000,0.0,3
534,534,712,"Learn Japanese, Korean, Chinese Offline & Free",8,4.9,133136,26.0,1000000,0.0,0
6018,6018,7935,Planet of Cubes Survival Craft,18,3.9,475944,35.0,10000000,0.0,0
95,95,97,Gas Station,1,4.0,1288,4.5,100000,0.0,0
7885,7885,10389,Ghost In Photo,22,3.9,28429,14.0,5000000,0.0,1
6514,6514,8604,Writing Wizard Premium - Handwriting,18,4.1,89,33.0,5000,4.49,0
2844,2844,3748,Apple Daily Apple News,31,3.4,41490,25.0,5000000,0.0,1
5494,5494,7266,Thrive CF,13,2.2,6,8.0,100,0.0,0
262,262,310,Comic Es - Shojo manga / love comics free of charge ♪ ♪,5,3.9,2181,10.0,100000,0.0,1
4638,4638,6021,BD TYCOON,18,3.3,16,33.0,500,0.0,0
1470,1470,1960,Metal Soldiers 2,17,4.4,153381,22.571652379544755,10000000,0.0,1
620,620,818,TeachersPayTeachers,8,3.8,828,22.571652379544755,100000,0.0,0
2124,2124,2879,RetroSelfie - Selfie Editor,22,4.1,106080,35.0,10000000,0.0,0
4556,4556,5917,Ra Ga Ba,17,5.0,2,20.0,1,1.49,0
4356,4356,5654,Au Bon Pain,12,3.7,70,26.0,10000,0.0,0
2202,2202,2985,beIN SPORTS TR,23,4.0,135763,13.0,10000000,0.0,0
6717,6717,8847,Draft Simulator for FUT 18,23,4.6,162933,100.0,5000000,0.0,0
3684,3684,4813,Z Origins - (Z The Game),18,4.6,4421,37.0,50000,2.99,1
2039,2039,2766,Wanelo Shopping,21,4.6,94205,6.5,1000000,0.0,0
1740,1740,2323,Blood Pressure Log - MyDiary,19,4.7,8348,2.6,500000,0.0,0
7367,7367,9696,EP RSS Reader,6,3.8,4,22.571652379544755,100,0.0,0
7323,7323,9622,English in a Month Free,18,3.8,6577,13.0,1000000,0.0,0
7875,7875,10379,Crazy Bike attack Racing New: motorcycle racing,17,4.2,20364,45.0,5000000,0.0,0
3949,3949,5143,Ah! Cutie,18,3.9,536,10.0,10000,0.0,0
3423,3423,4506,Q Avatar (Avatar Maker),5,4.4,2012,3.6,100000,0.0,0
7380,7380,9720,Dr.Slender Ep 1 Guide (Eng),17,4.0,454,27.0,10000,0.0,1
3249,3249,4296,OST),18,3.7,4444,10.0,500000,0.0,0
1065,1065,1366,"ViewRanger - Hike, Ride or Walk",13,4.2,34356,22.571652379544755,1000000,0.0,0
5573,5573,7383,Thistletown CI,27,1.0,1,6.6,100,0.0,0
2195,2195,2978,MARCA - Sports Leader Diary,23,3.9,76346,14.0,5000000,0.0,0
4933,4933,6413,Chess of Blades (BL/Yaoi Game) (No VA),18,4.8,4,23.0,10,14.99,1
6946,6946,9144,Madden NFL Football,18,4.5,1455952,22.571652379544755,10000000,0.0,0
1815,1815,2428,Exposure Ed,19,3.0,2,16.0,500,0.0,0
4007,4007,5228,Tunnel Town,18,4.4,74744,60.0,1000000,0.0,0
2908,2908,3833,Atlan3D Navigation: Korea navigator,32,4.2,22063,22.571652379544755,1000000,0.0,0
4399,4399,5709,LG AV REMOTE,25,3.4,2420,1.8,1000000,0.0,0
470,470,583,Russian Dating & Chat for Russian speaking RusDate,7,4.2,1059,18.0,100000,0.0,3
3887,3887,5035,AE Checkout Plugin,21,3.8,208,22.571652379544755,10000,0.0,0
7395,7395,9738,Superhero Doctor 2 -ER Surgery,18,4.0,39647,72.0,10000000,0.0,2
3019,3019,3982,Cardi B Wallpaper,0,4.8,253,3.7,50000,0.0,0
6846,6846,9005,DW Contacts Wear,25,4.2,37,2.2,5000,0.0,0
3845,3845,4988,Easy Hotspot Ad Free,25,5.0,2,3.3,10,0.99,0
2325,2325,3159,Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets,24,4.2,5112,62.0,1000000,0.0,0
2447,2447,3309,Unit Converter Pro,25,4.5,12718,22.571652379544755,1000000,0.0,0
778,778,1051,The postal bank,11,3.7,36718,22.571652379544755,5000000,0.0,0
2733,2733,3634,Free live weather on screen,29,4.4,15370,21.0,1000000,0.0,0
751,751,1014,Vivid Seats – Event Tickets,10,4.6,8232,53.0,1000000,0.0,0
1863,1863,2534,Homeopathic Medicine Finder,19,3.6,10,15.0,1000,0.0,0
2201,2201,2984,Eurosport,23,4.0,121003,22.571652379544755,10000000,0.0,0
7402,7402,9746,Plastic Surgery Surgeon Simulator Er Doctor Games,18,3.7,3482,37.0,500000,0.0,0
3714,3714,4846,GO SMS Pro Z Glass Theme EX,26,3.8,24198,2.2,1000000,0.0,0
3799,3799,4939,AC Remote for Carrier - NOW FREE,25,3.7,163,26.0,10000,0.0,0
5223,5223,6847,Kristian Hla Bu,3,4.8,238,27.0,10000,0.0,0
3216,3216,4254,Cook Baked Lasagna,18,4.2,56259,23.0,10000000,0.0,0
5767,5767,7634,VCalendar - VenkatRama and Co,16,4.3,87,3.9,10000,0.0,0
2271,2271,3096,"Univision Deportes: Liga MX, MLS, Fútbol Live",23,4.2,75545,22.571652379544755,5000000,0.0,0
4126,4126,5382,Trell: An app for Explorers | Best Wanderlust App,16,4.6,8004,34.0,100000,0.0,1
1170,1170,1531,Binaural Beats Meditation,15,4.3,411,95.0,50000,0.0,0
1829,1829,2472,NCLEX Multi-topic Nursing Exam Review-Quiz & notes,19,5.0,1,4.2,10,0.0,0
1861,1861,2532,Club,19,4.4,3786,28.0,50000,0.0,0
508,508,654,Speeding Joyride & Car Meet App,7,5.0,3,25.0,100,0.0,3
1256,1256,1636,Houlihan Lawrence,16,4.4,33,23.0,5000,0.0,0
2486,2486,3349,Smart AppLock (App Protect),25,4.4,137562,22.571652379544755,10000000,0.0,0
4354,4354,5652,Au Mobile: Audition Chính Hiệu,17,3.9,85278,23.0,1000000,0.0,3
